Service,Customer Name,Vehicle Model,Service Type,Service Date,Service Cost,Service Status,Payment Method,Technician
SVC2547,Jane Smith,Kia Rio,Brake Repair,12/18/2025,"$22,851.60 ",In Progress,Transfer,Tech36
SVC2548,Grace Johnson,Hyundai Elantra,Ac Service,5/16/2025,"$103,607.20 ",Pending,Card,Tech36
SVC2549,Grace Johnson,Ford Focus,Unknown Service,2/8/2023,"$130,315.40 ",In Progress,Cash,Tech19
SVC2550,Emeka Obi,Kia Rio,Wheel Alignment,22/08/2023,"$128,462.60 ",Pending,Transfer,Tech24
SVC2551,Jane Smith,Honda Accord,Battery Replacement,5/13/2024,"$89,760.70 ",Completed,Cash,Tech15
SVC2554,John Doe,Nissan Altima,Brake Repair,5/26/2025,"$483,014.30 ",Cancelled,Cash,Tech9
SVC2555,Fatima Bello,Kia Rio,Unknown Service,5/11/2024,"$59,199.80 ",In Progress,Card,Tech12
SVC2556,Emeka Obi,Nissan Altima,Brake Repair,1/29/2025,"$1,318,530.40 ",Pending,Transfer,Tech31
SVC2557,Grace Johnson,Honda Accord,Brake Repair,6/29/2024,"$77,797.00 ",In Progress,Transfer,Tech24
SVC2558,John Doe,Toyota Corolla,Oil Change,4/22/2024,"$74,800.30 ",In Progress,Card,Tech19
SVC2559,Jane Smith,Kia Rio,Unknown Service,10/8/2025,"$23,686.70 ",Pending,Card,Tech49
SVC2560,Chinedu Okeke,Toyota Corolla,Wheel Alignment,10/25/2024,"$137,749.30 ",Pending,Card,Tech30
SVC2561,Jane Smith,Honda Accord,Oil Change,8/29/2024,"$38,655.50 ",In Progress,Transfer,Tech48
SVC2563,Emeka Obi,Nissan Altima,Unknown Service,9/14/2025,"$42,123.80 ",In Progress,Card,Tech7
SVC2564,John Doe,Ford Focus,Unknown Service,6/24/2025,"$41,853.60 ",Completed,Cash,Tech45
SVC2565,Jane Smith,Nissan Altima,Engine Diagnostics,10/12/2023,"$30,123.10 ",Completed,Cash,Tech26
SVC2566,Jane Smith,Toyota Corolla,Oil Change,2/23/2025,"$100,971.30 ",In Progress,Card,Tech44
SVC2567,Grace Johnson,Ford Focus,Engine Diagnostics,9/8/2023,"$86,594.50 ",Completed,Transfer,Tech16
SVC2568,Fatima Bello,Hyundai Elantra,Wheel Alignment,7/1/2023,"$118,499.70 ",Cancelled,Cash,Tech14
SVC2569,Grace Johnson,Kia Rio,Unknown Service,2/21/2023,"$35,214.90 ",Completed,Card,Tech5
SVC2570,John Doe,Kia Rio,Oil Change,5/29/2023,"$26,856.50 ",Cancelled,Transfer,Tech34
SVC2572,Emeka Obi,Honda Accord,Brake Repair,15/10/2024,"$35,812.90 ",Pending,Cash,Tech33
SVC2573,Jane Smith,Honda Accord,Oil Change,7/22/2023,"$73,206.40 ",Pending,Card,Tech38
SVC2574,Fatima Bello,Ford Focus,Ac Service,11/27/2023,"$1,360,562.10 ",Completed,Cash,Tech44
SVC2575,Emeka Obi,Kia Rio,Engine Diagnostics,3/12/2024,"$129,783.30 ",Completed,Card,Tech35
SVC2577,Fatima Bello,Ford Focus,Wheel Alignment,9/9/2024,"$87,237.80 ",In Progress,Cash,Tech13
SVC2578,Emeka Obi,Hyundai Elantra,Ac Service,18/11/2024,"$55,736.10 ",Pending,Transfer,Tech16
SVC2579,Grace Johnson,Kia Rio,Ac Service,9/30/2024,"$128,021.00 ",Cancelled,Cash,Tech5
SVC2580,Fatima Bello,Honda Accord,Wheel Alignment,3/10/2025,"$119,653.80 ",In Progress,Cash,Tech30
SVC2581,Grace Johnson,Ford Focus,Unknown Service,3/2/2024,"$85,568.60 ",Completed,Cash,Tech2
SVC2582,Adewale Musa,Ford Focus,Ac Service,1/21/2025,"$74,083.30 ",Pending,Cash,Tech41
SVC2583,Fatima Bello,Kia Rio,Battery Replacement,1/4/2024,"$145,740.70 ",In Progress,Card,Tech19
SVC2584,Emeka Obi,Kia Rio,Wheel Alignment,7/25/2023,"$53,067.00 ",Pending,Card,Tech1
SVC2585,Emeka Obi,Ford Focus,Brake Repair,12/25/2023,"$45,937.40 ",Pending,Cash,Tech33
SVC2586,John Doe,Hyundai Elantra,Battery Replacement,3/21/2023,"$57,788.90 ",Pending,Cash,Tech34
SVC2587,Jane Smith,Ford Focus,Ac Service,9/12/2025,"$42,553.60 ",In Progress,Cash,Tech46
SVC2588,Tunde Bakare,Honda Accord,Battery Replacement,11/11/2025,"$10,876.20 ",Completed,Transfer,Tech20
SVC2589,Adewale Musa,Toyota Corolla,Battery Replacement,2/16/2023,"$24,658.50 ",In Progress,Transfer,Tech19
SVC2590,Chinedu Okeke,Kia Rio,Brake Repair,28/05/2024,"$274,783.60 ",Cancelled,Card,Tech15
SVC2591,Adewale Musa,Nissan Altima,Engine Diagnostics,23/07/2024,"$43,856.60 ",Pending,Card,Tech36
SVC2592,Tunde Bakare,Toyota Corolla,Battery Replacement,2/11/2025,"$9,235.50 ",Completed,Transfer,Tech41
SVC2593,John Doe,Ford Focus,Wheel Alignment,6/28/2025,"$139,826.10 ",Pending,Transfer,Tech29
SVC2595,Fatima Bello,Toyota Corolla,Ac Service,3/27/2025,"$37,191.90 ",Cancelled,Card,Tech38
SVC2596,Jane Smith,Toyota Corolla,Ac Service,13/01/2024,"$124,192.80 ",In Progress,Transfer,Tech20
SVC2597,Grace Johnson,Kia Rio,Oil Change,1/12/2024,"$88,507.30 ",In Progress,Card,Tech1
SVC2598,Tunde Bakare,Hyundai Elantra,Unknown Service,31/01/2023,"$110,543.70 ",Pending,Card,Tech30
SVC2599,Fatima Bello,Ford Focus,Battery Replacement,10/13/2023,"$18,518.90 ",Pending,Cash,Tech43
SVC2600,Chinedu Okeke,Toyota Corolla,Engine Diagnostics,12/10/2023,"$93,998.20 ",In Progress,Card,Tech28
SVC2601,Jane Smith,Kia Rio,Oil Change,29/03/2024,"$112,872.30 ",Completed,Cash,Tech23
SVC2602,Tunde Bakare,Hyundai Elantra,Engine Diagnostics,4/30/2023,"$141,633.00 ",In Progress,Card,Tech38
SVC2603,John Doe,Ford Focus,Oil Change,12/25/2024,"$45,244.80 ",Pending,Transfer,Tech10
SVC2604,Chinedu Okeke,Honda Accord,Battery Replacement,8/11/2025,"$610,968.60 ",Completed,Transfer,Tech1
SVC2605,Tunde Bakare,Honda Accord,Ac Service,8/2/2023,"$8,834.20 ",Completed,Cash,Tech19
SVC2606,Fatima Bello,Nissan Altima,Engine Diagnostics,2/24/2023,"$123,814.00 ",Cancelled,Transfer,Tech28
SVC2607,Fatima Bello,Honda Accord,Oil Change,3/11/2025,"$31,652.00 ",In Progress,Transfer,Tech36
SVC2608,Grace Johnson,Kia Rio,Engine Diagnostics,12/29/2024,"$49,820.10 ",Completed,Transfer,Tech31
SVC2609,John Doe,Kia Rio,Oil Change,30/09/2024,"$116,415.00 ",Pending,Card,Tech50
SVC2610,John Doe,Kia Rio,Oil Change,4/25/2025,"$102,161.60 ",In Progress,Transfer,Tech9
SVC2612,Adewale Musa,Nissan Altima,Engine Diagnostics,1/18/2025,"$28,217.50 ",In Progress,Cash,Tech34
SVC2613,Adewale Musa,Hyundai Elantra,Brake Repair,1/22/2025,"$95,779.20 ",Completed,Cash,Tech38
SVC2614,Fatima Bello,Toyota Corolla,Ac Service,5/7/2024,"$27,520.30 ",In Progress,Transfer,Tech12
SVC2615,Grace Johnson,Kia Rio,Brake Repair,8/10/2024,"$81,281.50 ",In Progress,Card,Tech13
SVC2617,John Doe,Toyota Corolla,Battery Replacement,7/11/2023,"$87,668.10 ",Completed,Cash,Tech26
SVC2618,Jane Smith,Hyundai Elantra,Oil Change,10/10/2024,"$50,532.20 ",Pending,Cash,Tech4
SVC2619,Fatima Bello,Hyundai Elantra,Ac Service,2/15/2024,"$8,143.60 ",Pending,Cash,Tech33
SVC2620,Chinedu Okeke,Toyota Corolla,Battery Replacement,21/02/2024,"$15,577.60 ",Completed,Cash,Tech14
SVC2621,Grace Johnson,Kia Rio,Oil Change,2/19/2025,"$146,007.50 ",Completed,Card,Tech44
SVC2622,Emeka Obi,Nissan Altima,Wheel Alignment,21/08/2023,"$70,653.60 ",In Progress,Cash,Tech26
SVC2623,Adewale Musa,Kia Rio,Engine Diagnostics,5/6/2023,"$21,359.40 ",Pending,Cash,Tech7
SVC2624,Chinedu Okeke,Ford Focus,Ac Service,7/27/2025,"$148,963.40 ",Cancelled,Transfer,Tech6
SVC2625,Chinedu Okeke,Nissan Altima,Wheel Alignment,3/15/2023,"$128,514.10 ",Completed,Cash,Tech22
SVC2627,Jane Smith,Ford Focus,Oil Change,1/19/2025,"$26,107.80 ",In Progress,Cash,Tech16
SVC2628,Tunde Bakare,Nissan Altima,Ac Service,12/2/2024,"$40,088.60 ",In Progress,Transfer,Tech44
SVC2629,Grace Johnson,Kia Rio,Oil Change,12/13/2024,"$560,782.20 ",In Progress,Cash,Tech16
SVC2630,John Doe,Ford Focus,Brake Repair,7/13/2023,"$144,499.70 ",Pending,Cash,Tech31
SVC2631,John Doe,Kia Rio,Engine Diagnostics,12/4/2023,"$139,537.20 ",Pending,Cash,Tech1
SVC2633,Tunde Bakare,Honda Accord,Oil Change,9/14/2023,"$65,004.40 ",Cancelled,Card,Tech50
SVC2635,Tunde Bakare,Hyundai Elantra,Unknown Service,15/10/2024,"$52,436.60 ",Pending,Card,Tech11
SVC2636,John Doe,Kia Rio,Brake Repair,9/4/2023,"$23,238.40 ",Cancelled,Transfer,Tech22
SVC2637,Fatima Bello,Toyota Corolla,Wheel Alignment,9/12/2025,"$97,641.70 ",In Progress,Card,Tech17
SVC2638,Grace Johnson,Honda Accord,Ac Service,5/13/2024,"$105,527.60 ",Cancelled,Card,Tech12
SVC2639,Adewale Musa,Kia Rio,Oil Change,5/8/2025,"$89,471.80 ",Cancelled,Cash,Tech21
SVC2640,John Doe,Honda Accord,Brake Repair,10/14/2024,"$33,241.90 ",Pending,Transfer,Tech27
SVC2641,Tunde Bakare,Honda Accord,Engine Diagnostics,10/31/2025,"$12,260.00 ",Completed,Cash,Tech36
SVC2642,Jane Smith,Hyundai Elantra,Brake Repair,2/12/2023,"$94,558.50 ",In Progress,Card,Tech50
SVC2643,Emeka Obi,Kia Rio,Ac Service,2/20/2024,"$78,602.00 ",Cancelled,Cash,Tech45
SVC2644,John Doe,Hyundai Elantra,Brake Repair,7/3/2023,"$147,817.90 ",In Progress,Transfer,Tech23
SVC2645,Emeka Obi,Ford Focus,Battery Replacement,4/12/2023,"$617,128.30 ",Completed,Cash,Tech16
SVC2647,Emeka Obi,Ford Focus,Battery Replacement,5/28/2025,"$132,470.70 ",Completed,Cash,Tech28
SVC2648,Jane Smith,Ford Focus,Engine Diagnostics,9/13/2023,"$132,453.40 ",In Progress,Cash,Tech19
SVC2649,Emeka Obi,Nissan Altima,Ac Service,11/8/2025,"$107,410.20 ",Completed,Cash,Tech19
SVC2650,John Doe,Honda Accord,Ac Service,11/27/2023,"$14,683.10 ",Completed,Transfer,Tech31
SVC2651,John Doe,Toyota Corolla,Brake Repair,6/25/2023,"$25,290.00 ",Completed,Card,Tech32
SVC2652,John Doe,Toyota Corolla,Battery Replacement,9/3/2025,"$74,413.90 ",In Progress,Card,Tech42
SVC2653,Tunde Bakare,Kia Rio,Battery Replacement,5/29/2023,"$139,026.20 ",In Progress,Cash,Tech14
SVC2654,Emeka Obi,Hyundai Elantra,Brake Repair,6/20/2024,"$148,479.00 ",Completed,Card,Tech46
SVC2655,Jane Smith,Nissan Altima,Wheel Alignment,6/12/2024,"$72,403.70 ",Completed,Transfer,Tech26
SVC2656,Emeka Obi,Kia Rio,Wheel Alignment,2/5/2024,"$23,095.80 ",Cancelled,Transfer,Tech24
SVC2657,Tunde Bakare,Toyota Corolla,Battery Replacement,2/20/2023,"$82,485.60 ",Pending,Transfer,Tech36
SVC2658,Grace Johnson,Nissan Altima,Wheel Alignment,4/12/2023,"$91,183.10 ",Cancelled,Transfer,Tech10
SVC2659,Fatima Bello,Toyota Corolla,Wheel Alignment,12/25/2024,"$19,742.90 ",Completed,Card,Tech42
SVC2660,Tunde Bakare,Nissan Altima,Wheel Alignment,5/2/2025,"$149,342.20 ",Cancelled,Transfer,Tech47
SVC2661,Emeka Obi,Honda Accord,Oil Change,14/05/2024,"$141,360.90 ",Completed,Transfer,Tech3
SVC2662,Chinedu Okeke,Ford Focus,Ac Service,12/30/2024,"$76,748.60 ",Completed,Card,Tech27
SVC2663,Emeka Obi,Ford Focus,Ac Service,26/07/2025,"$83,698.80 ",In Progress,Cash,Tech22
SVC2664,John Doe,Kia Rio,Ac Service,7/6/2024,"$33,800.90 ",Completed,Card,Tech25
SVC2665,Tunde Bakare,Hyundai Elantra,Battery Replacement,9/6/2024,"$36,296.00 ",Completed,Transfer,Tech6
SVC2666,Grace Johnson,Ford Focus,Oil Change,4/1/2025,"$117,105.20 ",Cancelled,Transfer,Tech23
SVC2667,Jane Smith,Honda Accord,Wheel Alignment,4/2/2024,"$115,658.10 ",In Progress,Cash,Tech17
SVC2668,Adewale Musa,Hyundai Elantra,Oil Change,4/20/2024,"$45,652.80 ",Pending,Transfer,Tech46
SVC2669,Emeka Obi,Nissan Altima,Engine Diagnostics,28/08/2025,"$101,708.40 ",Cancelled,Cash,Tech43
SVC2671,Fatima Bello,Ford Focus,Engine Diagnostics,3/8/2023,"$8,358.20 ",Completed,Card,Tech16
SVC2672,John Doe,Toyota Corolla,Unknown Service,4/14/2024,"$31,774.30 ",In Progress,Cash,Tech6
SVC2673,Adewale Musa,Toyota Corolla,Oil Change,1/20/2025,"$32,903.60 ",Completed,Card,Tech8
SVC2674,Tunde Bakare,Toyota Corolla,Unknown Service,8/14/2023,"$18,596.20 ",In Progress,Card,Tech11
SVC2675,Jane Smith,Ford Focus,Engine Diagnostics,6/23/2023,"$83,853.40 ",In Progress,Transfer,Tech5
SVC2676,John Doe,Ford Focus,Brake Repair,9/17/2023,"$109,560.00 ",Cancelled,Transfer,Tech34
SVC2677,Adewale Musa,Toyota Corolla,Oil Change,4/13/2024,"$138,364.90 ",Completed,Cash,Tech16
SVC1083,Jane Smith,Honda Accord,Brake Repair,10/8/2023,"$129,558.10 ",In Progress,Cash,Tech1
SVC2679,Grace Johnson,Hyundai Elantra,Engine Diagnostics,10/12/2024,"$474,566.70 ",Completed,Cash,Tech31
SVC2680,Jane Smith,Nissan Altima,Ac Service,24/04/2023,"$104,423.00 ",Completed,Cash,Tech16
SVC2681,John Doe,Hyundai Elantra,Wheel Alignment,6/7/2023,"$135,971.30 ",Pending,Cash,Tech50
SVC2682,Fatima Bello,Ford Focus,Unknown Service,1/26/2023,"$27,564.90 ",Pending,Card,Tech47
SVC2683,Chinedu Okeke,Toyota Corolla,Battery Replacement,11/24/2024,"$79,507.50 ",In Progress,Transfer,Tech44
SVC2684,Grace Johnson,Toyota Corolla,Brake Repair,10/17/2023,"$6,501.10 ",Pending,Transfer,Tech42
SVC2686,Adewale Musa,Honda Accord,Ac Service,2/5/2024,"$80,830.90 ",Pending,Cash,Tech35
SVC2687,Fatima Bello,Ford Focus,Oil Change,3/11/2025,"$113,617.50 ",Cancelled,Transfer,Tech4
SVC2688,Emeka Obi,Hyundai Elantra,Engine Diagnostics,6/1/2024,"$124,291.90 ",Completed,Cash,Tech28
SVC2689,Jane Smith,Hyundai Elantra,Unknown Service,6/25/2024,"$39,875.10 ",Pending,Cash,Tech12
SVC2690,John Doe,Honda Accord,Unknown Service,6/29/2023,"$127,679.80 ",Pending,Card,Tech45
SVC2691,Jane Smith,Kia Rio,Wheel Alignment,12/29/2024,"$30,506.80 ",In Progress,Transfer,Tech13
SVC2692,Fatima Bello,Honda Accord,Oil Change,12/7/2023,"$118,022.30 ",Completed,Transfer,Tech38
SVC2693,Chinedu Okeke,Nissan Altima,Ac Service,9/26/2025,"$59,682.50 ",Completed,Card,Tech15
SVC2695,Jane Smith,Nissan Altima,Brake Repair,22/08/2023,"$21,560.80 ",In Progress,Card,Tech21
SVC2697,Jane Smith,Kia Rio,Unknown Service,12/1/2023,"$111,976.60 ",Completed,Cash,Tech17
SVC2698,John Doe,Hyundai Elantra,Battery Replacement,11/10/2023,"$91,474.80 ",Cancelled,Transfer,Tech43
SVC2700,Jane Smith,Kia Rio,Engine Diagnostics,10/22/2024,"$78,531.90 ",In Progress,Card,Tech31
SVC2701,John Doe,Honda Accord,Ac Service,4/11/2025,"$982,352.80 ",In Progress,Card,Tech11
SVC2702,Jane Smith,Hyundai Elantra,Ac Service,4/18/2023,"$121,337.90 ",In Progress,Card,Tech20
SVC2703,Emeka Obi,Kia Rio,Engine Diagnostics,1/12/2025,"$56,802.30 ",Pending,Transfer,Tech5
SVC2704,Fatima Bello,Nissan Altima,Oil Change,7/10/2023,"$128,338.70 ",Pending,Transfer,Tech30
SVC2705,Adewale Musa,Nissan Altima,Engine Diagnostics,8/24/2024,"$22,619.60 ",In Progress,Transfer,Tech42
SVC2706,Fatima Bello,Toyota Corolla,Oil Change,5/6/2023,"$40,142.40 ",Completed,Card,Tech12
SVC2707,Chinedu Okeke,Honda Accord,Oil Change,6/18/2025,"$83,065.00 ",In Progress,Cash,Tech13
SVC2709,Fatima Bello,Nissan Altima,Brake Repair,7/31/2023,"$63,066.70 ",Completed,Card,Tech28
SVC2710,Chinedu Okeke,Ford Focus,Ac Service,7/11/2025,"$107,420.30 ",Completed,Card,Tech14
SVC2711,Fatima Bello,Hyundai Elantra,Ac Service,24/12/2023,"$102,687.90 ",In Progress,Card,Tech28
SVC2712,Emeka Obi,Nissan Altima,Engine Diagnostics,7/10/2023,"$55,900.40 ",Completed,Card,Tech38
SVC2713,Jane Smith,Nissan Altima,Wheel Alignment,2/14/2025,"$60,903.80 ",Completed,Transfer,Tech2
SVC2714,Tunde Bakare,Ford Focus,Oil Change,7/29/2023,"$74,641.30 ",Cancelled,Card,Tech44
SVC2715,John Doe,Ford Focus,Brake Repair,2/24/2025,"$95,641.30 ",In Progress,Card,Tech34
SVC2717,Tunde Bakare,Hyundai Elantra,Brake Repair,7/11/2024,"$60,281.10 ",In Progress,Cash,Tech20
SVC2718,Fatima Bello,Ford Focus,Engine Diagnostics,6/13/2024,"$141,983.60 ",Completed,Card,Tech3
SVC2719,Fatima Bello,Kia Rio,Wheel Alignment,2/11/2025,"$127,311.60 ",Pending,Cash,Tech27
SVC2721,Fatima Bello,Kia Rio,Ac Service,6/24/2023,"$23,067.10 ",Pending,Card,Tech50
SVC2722,Chinedu Okeke,Hyundai Elantra,Brake Repair,6/4/2025,"$144,616.40 ",Pending,Transfer,Tech46
SVC2724,Fatima Bello,Hyundai Elantra,Unknown Service,2/23/2024,"$95,077.70 ",Pending,Transfer,Tech20
SVC2725,Tunde Bakare,Hyundai Elantra,Wheel Alignment,4/17/2025,"$5,007.50 ",Cancelled,Transfer,Tech29
SVC2726,Grace Johnson,Ford Focus,Unknown Service,8/23/2025,"$105,672.70 ",Cancelled,Cash,Tech25
SVC2727,Fatima Bello,Honda Accord,Battery Replacement,12/20/2023,"$129,246.50 ",In Progress,Card,Tech19
SVC2729,Tunde Bakare,Hyundai Elantra,Wheel Alignment,28/02/2025,"$90,235.00 ",Completed,Transfer,Tech25
SVC1073,Emeka Obi,Hyundai Elantra,Unknown Service,3/2/2024,"$131,808.90 ",Cancelled,Transfer,Tech20
SVC2731,Emeka Obi,Honda Accord,Brake Repair,11/1/2024,"$51,846.10 ",Pending,Card,Tech24
SVC2733,Fatima Bello,Honda Accord,Battery Replacement,4/21/2024,"$115,068.30 ",Completed,Transfer,Tech4
SVC2734,Tunde Bakare,Honda Accord,Oil Change,7/27/2024,"$26,268.70 ",Pending,Cash,Tech29
SVC2736,Chinedu Okeke,Hyundai Elantra,Oil Change,10/12/2025,"$71,842.70 ",Cancelled,Card,Tech32
SVC2737,Emeka Obi,Nissan Altima,Engine Diagnostics,7/30/2025,"$118,615.70 ",In Progress,Cash,Tech39
SVC2738,Grace Johnson,Kia Rio,Wheel Alignment,9/10/2025,"$132,335.80 ",In Progress,Transfer,Tech3
SVC2739,Tunde Bakare,Kia Rio,Wheel Alignment,4/30/2023,"$72,750.70 ",In Progress,Card,Tech1
SVC2740,Chinedu Okeke,Honda Accord,Battery Replacement,3/7/2023,"$982,857.10 ",Completed,Transfer,Tech48
SVC2741,Chinedu Okeke,Toyota Corolla,Ac Service,10/5/2024,"$1,299,466.40 ",Pending,Cash,Tech44
SVC2742,Fatima Bello,Kia Rio,Unknown Service,8/21/2025,"$17,580.70 ",Pending,Card,Tech11
SVC2743,Grace Johnson,Hyundai Elantra,Engine Diagnostics,10/29/2023,"$66,632.30 ",Pending,Card,Tech49
SVC2744,Emeka Obi,Hyundai Elantra,Battery Replacement,6/2/2024,"$7,294.30 ",Completed,Card,Tech11
SVC2745,Jane Smith,Nissan Altima,Battery Replacement,7/18/2025,"$56,410.20 ",In Progress,Transfer,Tech6
SVC2746,John Doe,Toyota Corolla,Unknown Service,4/7/2024,"$54,239.70 ",Cancelled,Card,Tech50
SVC2747,Emeka Obi,Honda Accord,Oil Change,9/11/2024,"$74,723.40 ",Completed,Transfer,Tech40
SVC2748,Fatima Bello,Hyundai Elantra,Oil Change,12/30/2025,"$34,549.10 ",In Progress,Transfer,Tech25
SVC2749,Emeka Obi,Ford Focus,Oil Change,3/16/2024,"$55,643.00 ",In Progress,Transfer,Tech6
SVC2750,Adewale Musa,Kia Rio,Ac Service,27/02/2025,"$34,802.40 ",In Progress,Cash,Tech1
SVC2751,Grace Johnson,Kia Rio,Engine Diagnostics,28/07/2023,"$42,571.80 ",Pending,Transfer,Tech10
SVC2752,Adewale Musa,Nissan Altima,Engine Diagnostics,7/24/2023,"$14,180.60 ",Cancelled,Transfer,Tech23
SVC2753,Tunde Bakare,Kia Rio,Oil Change,9/3/2023,"$94,412.60 ",In Progress,Transfer,Tech12
SVC2754,John Doe,Ford Focus,Ac Service,7/30/2023,"$112,587.50 ",Completed,Card,Tech41
SVC2755,Emeka Obi,Kia Rio,Wheel Alignment,10/27/2023,"$65,805.90 ",Completed,Card,Tech15
SVC2757,Emeka Obi,Ford Focus,Unknown Service,5/10/2025,"$25,502.30 ",In Progress,Card,Tech30
SVC2758,Tunde Bakare,Ford Focus,Oil Change,9/21/2023,"$81,716.30 ",In Progress,Cash,Tech22
SVC2759,Chinedu Okeke,Hyundai Elantra,Ac Service,10/29/2023,"$115,209.20 ",Completed,Card,Tech33
SVC2760,Fatima Bello,Ford Focus,Engine Diagnostics,3/28/2025,"$121,733.90 ",Pending,Card,Tech18
SVC2763,Emeka Obi,Ford Focus,Wheel Alignment,3/14/2023,"$62,917.90 ",Completed,Card,Tech41
SVC2764,Grace Johnson,Nissan Altima,Unknown Service,1/6/2023,"$1,450,756.50 ",In Progress,Transfer,Tech29
SVC2765,Adewale Musa,Ford Focus,Oil Change,7/21/2024,"$135,584.10 ",In Progress,Card,Tech50
SVC2766,Fatima Bello,Honda Accord,Unknown Service,12/12/2023,"$61,456.20 ",Pending,Card,Tech33
SVC2767,Tunde Bakare,Hyundai Elantra,Ac Service,1/4/2025,"$135,869.90 ",In Progress,Card,Tech1
SVC2768,Tunde Bakare,Ford Focus,Wheel Alignment,12/18/2025,"$143,810.40 ",Pending,Cash,Tech23
SVC2769,Jane Smith,Ford Focus,Unknown Service,8/15/2023,"$126,033.40 ",Pending,Card,Tech45
SVC2770,Jane Smith,Hyundai Elantra,Ac Service,10/11/2025,"$36,658.40 ",Completed,Cash,Tech29
SVC2771,Grace Johnson,Nissan Altima,Wheel Alignment,6/16/2023,"$7,678.50 ",Completed,Transfer,Tech16
SVC2772,Adewale Musa,Toyota Corolla,Wheel Alignment,5/12/2023,"$51,744.70 ",In Progress,Transfer,Tech31
SVC2775,Fatima Bello,Toyota Corolla,Ac Service,16/11/2024,"$145,756.20 ",Pending,Card,Tech33
SVC2776,John Doe,Ford Focus,Engine Diagnostics,5/1/2024,"$43,892.00 ",Cancelled,Transfer,Tech7
SVC2779,Emeka Obi,Hyundai Elantra,Oil Change,31/08/2025,"$1,374,596.70 ",Pending,Transfer,Tech22
SVC2780,Adewale Musa,Kia Rio,Brake Repair,6/11/2025,"$30,020.00 ",Pending,Cash,Tech43
SVC2781,Tunde Bakare,Toyota Corolla,Brake Repair,17/06/2025,"$143,463.10 ",Cancelled,Card,Tech18
SVC2782,Grace Johnson,Nissan Altima,Brake Repair,6/14/2025,"$129,089.90 ",Completed,Cash,Tech24
SVC2785,Fatima Bello,Nissan Altima,Brake Repair,5/9/2023,"$91,898.60 ",Completed,Card,Tech27
SVC2786,Jane Smith,Kia Rio,Brake Repair,6/25/2023,"$31,447.00 ",Cancelled,Transfer,Tech8
SVC2787,Fatima Bello,Toyota Corolla,Unknown Service,11/22/2023,"$16,917.00 ",In Progress,Cash,Tech39
SVC2789,Tunde Bakare,Honda Accord,Ac Service,9/11/2025,"$120,052.50 ",Pending,Card,Tech3
SVC2790,John Doe,Nissan Altima,Engine Diagnostics,9/4/2024,"$147,678.60 ",Cancelled,Transfer,Tech36
SVC2791,Fatima Bello,Hyundai Elantra,Unknown Service,18/09/2024,"$144,479.00 ",Completed,Card,Tech1
SVC2792,Emeka Obi,Honda Accord,Engine Diagnostics,11/13/2024,"$94,838.30 ",Completed,Transfer,Tech50
SVC2793,Jane Smith,Toyota Corolla,Brake Repair,1/18/2025,"$102,068.90 ",Cancelled,Transfer,Tech28
SVC2794,Adewale Musa,Kia Rio,Ac Service,15/08/2025,"$108,513.30 ",Pending,Card,Tech50
SVC2795,Grace Johnson,Ford Focus,Brake Repair,9/22/2025,"$113,707.20 ",Cancelled,Card,Tech11
SVC2796,Tunde Bakare,Honda Accord,Wheel Alignment,6/5/2024,"$20,927.10 ",Completed,Transfer,Tech14
SVC2797,Tunde Bakare,Hyundai Elantra,Brake Repair,8/3/2024,"$149,979.30 ",Pending,Transfer,Tech50
SVC2798,Jane Smith,Honda Accord,Oil Change,8/3/2023,"$38,420.20 ",Completed,Card,Tech7
SVC2799,Adewale Musa,Toyota Corolla,Unknown Service,25/03/2025,"$63,752.30 ",In Progress,Transfer,Tech43
SVC2800,Grace Johnson,Ford Focus,Unknown Service,5/27/2025,"$137,555.10 ",Pending,Transfer,Tech7
SVC2801,Chinedu Okeke,Honda Accord,Battery Replacement,24/06/2023,"$39,406.30 ",Pending,Transfer,Tech22
SVC2802,John Doe,Honda Accord,Battery Replacement,4/9/2024,"$120,530.80 ",Completed,Transfer,Tech17
SVC2804,Jane Smith,Toyota Corolla,Engine Diagnostics,1/7/2024,"$20,859.40 ",Completed,Cash,Tech37
SVC2805,Chinedu Okeke,Kia Rio,Engine Diagnostics,21/09/2023,"$126,437.70 ",In Progress,Card,Tech18
SVC2806,Chinedu Okeke,Toyota Corolla,Wheel Alignment,8/9/2024,"$100,972.00 ",Completed,Cash,Tech24
SVC2807,Grace Johnson,Nissan Altima,Brake Repair,3/19/2024,"$72,963.40 ",Completed,Cash,Tech48
SVC2808,Grace Johnson,Honda Accord,Brake Repair,3/19/2025,"$66,054.80 ",Pending,Card,Tech20
SVC2809,Tunde Bakare,Toyota Corolla,Ac Service,1/6/2023,"$51,820.70 ",Cancelled,Transfer,Tech16
SVC2810,Adewale Musa,Toyota Corolla,Engine Diagnostics,3/31/2024,"$70,341.10 ",Completed,Cash,Tech42
SVC2811,Emeka Obi,Ford Focus,Wheel Alignment,8/23/2023,"$22,090.50 ",Completed,Card,Tech47
SVC2812,Chinedu Okeke,Hyundai Elantra,Wheel Alignment,21/07/2024,"$66,399.30 ",Completed,Transfer,Tech29
SVC2813,Emeka Obi,Toyota Corolla,Engine Diagnostics,12/23/2023,"$32,858.00 ",Completed,Transfer,Tech46
SVC2814,Grace Johnson,Hyundai Elantra,Ac Service,10/28/2025,"$36,562.50 ",Completed,Cash,Tech22
